ID,NOME_FICTICIO,MCA_STATUS,IDADE,COR,GÊNERO,LOCAL,EDU_TÍTULO,GRAD_IES_CA,GRAD_STEM,PÓS,PUBLIC,LÍNG_EST,MOB_REG,MOB_INTER,QT_CARGOS_MOD,SET_PÚB,SET_PRIV,SET_TERC,P1_STEM,DP_STEM,STEM,STUP_NEXUS,STUP_FIN_FAPESP,STUP_FIN_ANJO,STUP_FIN_COLETIVO,STUP_FIN_CLIENTES,STUP_SÓCIO,STUP_SÓCIO_GEN,STUP_PORTE,STUP_SITUACAO,STUP_CNAE
ID00316,Ademar,Ativo,15-30 anos,PPI,Masculino,Fora da MRVP,Mestre(a),IES privada,Graduação STEM,Pós STEM,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,10+ cargos,Com experiência pública,Sim,Com experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Lab,Com FAP,,,,Não,Sem sócio,ME,Ativa,Indústria de transformação (10-33)
ID00052,Adhemar,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,Informação e comunicação (58-63)
ID00228,Adoniran,Ativo,46+ anos,PPI,Masculino,Em MRVP,Doutor(a),IES privada,Graduação não-STEM,Pós não-STEM,Publicou,1 LE,Com regionalização,Com internacionalização,10+ cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,Sem anjo,Sem fundos,,Não,Sem sócio,MEI,Ativa,Atividades administrativas e serviços complementares
ID00047,Aécio,Ativo,31-45 anos,PPI,Masculino,Em MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,1 LE,Com regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00029,Airton,Ativo,15-30 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Publicou,1 LE,Com regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,Sem anjo,Sem fundos,Com clientes,Não,Sem sócio,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00106,Alan,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Doutor(a),IES privada,Graduação STEM,Pós não-STEM,Publicou,2+ LE,Sem regionalização,Com internacionalização,10+ cargos,Com experiência pública,Sim,Com experiência TS,Com P1 STEM,Sem DP STEM,Transição STEM,Lab,Sem FAP,,,,Não,Sem sócio,EPP,Ativa,Educação (85)
ID00046,Aldo,Ativo,31-45 anos,PPI,Masculino,Em MRVP,Mestre(a),IES pública,Graduação STEM,Pós STEM,Publicou,1 LE,Com regionalização,Sem internacionalização,10+ cargos,Com experiência pública,Sim,Com experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,,,,Não,Sem sócio,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00090,Alesson,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,EPP,Ativa,Atividades administrativas e serviços complementares
ID00299,Alfredo,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,EPP,Ativa,Informação e comunicação (58-63)
ID00036,Álvaro,Ativo,31-45 anos,PPI,Masculino,Fora da MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,2+ LE,Com regionalização,Com internacionalização,10+ cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,MEI,Inativa,Informação e comunicação (58-63)
ID00229,Amanda,Ativo,31-45 anos,PPI,Feminino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,Sem LE,Com regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,Sem anjo,Sem fundos,Sem clientes,Sim,Diverso,MEI,Ativa,Atividades administrativas e serviços complementares
ID00027,Aparecido,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Mestre(a),IES pública,Graduação STEM,Pós não-STEM,Publicou,1 LE,Sem regionalização,Sem internacionalização,10+ cargos,Com experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Ativa,Educação (85)
ID00009,Arlindo,Ativo,15-30 anos,PPI,Masculino,Em MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Com FAP,,,,Não,Sem sócio,ME,Inativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00008,Armando,Ativo,46+ anos,Branca,Masculino,Em MRVP,Mestre(a),IES pública,Graduação STEM,Pós STEM,Não publicou,Sem LE,Com regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,,,,Não,Sem sócio,ME,Ativa,Informação e comunicação (58-63)
ID00282,Assis,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Publicou,2+ LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,SE,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00337,Augusto,Ativo,31-45 anos,PPI,Masculino,Em MRVP,Mestre(a),IES privada,Graduação STEM,Pós STEM,Não publicou,Sem LE,Com regionalização,Com internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,Sem anjo,Sem fundos,Com clientes,Não,,,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00287,Bárbara,Ativo,15-30 anos,Branca,Feminino,Fora da MRVP,Doutor(a),IES privada,Graduação STEM,Pós STEM,Publicou,2+ LE,Com regionalização,Sem internacionalização,01-03 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,Sem anjo,Sem fundos,Sem clientes,Sim,Diverso,ME,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00101,Beatriz,Ativo,46+ anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Ativa,Educação (85)
ID00202,Beltrão,Ativo,46+ anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Com internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,SE,Ativa,Informação e comunicação (58-63)
ID00088,Bento,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Mestre(a),IES pública,Graduação STEM,Pós não-STEM,Publicou,2+ LE,Sem regionalização,Com internacionalização,10+ cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,Informação e comunicação (58-63)
ID00091,Bernardo,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Sem DP STEM,Transição STEM,Growth,Sem FAP,,,,Sim,Similar,EPP,Ativa,Informação e comunicação (58-63)
ID00364,Bianca,Ativo,31-45 anos,Branca,Feminino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,1 LE,Com regionalização,Com internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Sim,Similar,EPP,Ativa,Informação e comunicação (58-63)
ID00331,Brenda,Ativo,31-45 anos,Branca,Feminino,Em MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Diverso,ME,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00336,Breno,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,Sem LE,Com regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,MEI,Ativa,"Comércio, reparação de veículos automotores e motocicletas (45-47)"
ID00303,Caetano,Ativo,31-45 anos,PPI,Masculino,Em MRVP,Mestre(a),IES privada,Graduação não-STEM,Pós não-STEM,Publicou,1 LE,Com regionalização,Com internacionalização,10+ cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,Sem anjo,Sem fundos,Com clientes,Sim,Similar,SE,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00292,Caio,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Mestre(a),IES pública,Graduação não-STEM,Pós STEM,Não publicou,1 LE,Com regionalização,Com internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,SE,Ativa,Atividades administrativas e serviços complementares
ID00095,Candido,Ativo,15-30 anos,PPI,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Com internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Similar,SE,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00086,Carolina,Ativo,31-45 anos,Branca,Feminino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Com regionalização,Com internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,Sem anjo,Com fundos,Com clientes,Sim,Diverso,EPP,Ativa,Informação e comunicação (58-63)
ID00182,Cássia,Ativo,15-30 anos,Branca,Feminino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Com regionalização,Com internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Growth,Sem FAP,,,,Sim,Diverso,SE,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00220,Cauã,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Mestre(a),IES privada,Graduação STEM,Pós STEM,Publicou,2+ LE,Sem regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,MEI,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00023,Cecília,Ativo,46+ anos,Branca,Feminino,Em MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,1 LE,Com regionalização,Sem internacionalização,07-09 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Inativa,Atividades administrativas e serviços complementares
ID00001,Cícero,Ativo,31-45 anos,PPI,Masculino,Em MRVP,Graduado(a),IES pública,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,,,,Sim,Diverso,ME,Ativa,Informação e comunicação (58-63)
ID00102,Clara,Ativo,46+ anos,Branca,Feminino,Fora da MRVP,Mestre(a),IES privada,Graduação não-STEM,Pós não-STEM,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,01-03 cargos,Com experiência pública,Sim,Com experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Diverso,SE,Ativa,Informação e comunicação (58-63)
ID00321,Cristian,Ativo,46+ anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,MEI,Ativa,Atividades administrativas e serviços complementares
ID00114,Cristiane,Ativo,31-45 anos,Branca,Feminino,Fora da MRVP,Mestre(a),IES pública,Graduação não-STEM,Pós STEM,Publicou,1 LE,Sem regionalização,Sem internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Inativa,Informação e comunicação (58-63)
ID00033,Daiane,Ativo,15-30 anos,Branca,Feminino,Em MRVP,Doutor(a),IES privada,Graduação STEM,Pós STEM,Publicou,2+ LE,Sem regionalização,Com internacionalização,10+ cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,,,,Não,Sem sócio,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00148,Darlan,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,Sem LE,Sem regionalização,Sem internacionalização,01-03 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Sem DP STEM,Nunca foi STEM,Lab,Sem FAP,,,,Sim,Similar,ME,Ativa,Educação (85)
ID00040,Denis,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,2+ LE,Com regionalização,Com internacionalização,10+ cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,Sem anjo,Com fundos,Com clientes,Sim,Diverso,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00068,Dimas,Ativo,31-45 anos,Branca,Masculino,Fora da MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,1 LE,Sem regionalização,Com internacionalização,07-09 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Com FAP,,,,Sim,Similar,ME,Ativa,"Outros (finanças, saúde, construção, artes, agricultura)"
ID00065,Dirceu,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação não-STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,10+ cargos,Sem experiência pública,Sim,Com experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Growth,Sem FAP,,,,Não,Sem sócio,SE,Ativa,Atividades administrativas e serviços complementares
ID00049,Donato,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,MEI,Ativa,Indústria de transformação (10-33)
ID00341,Douglas,Ativo,15-30 anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Sem internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Sem P1 STEM,Com DP STEM,Transição STEM,Lab,Sem FAP,,,,Não,Sem sócio,MEI,Inativa,"Comércio, reparação de veículos automotores e motocicletas (45-47)"
ID00149,Eder,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,1 LE,Sem regionalização,Com internacionalização,07-09 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Lab,Sem FAP,,,,Não,Sem sócio,ME,Inativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00324,Edir,Ativo,31-45 anos,Branca,Masculino,Em MRVP,Graduado(a),IES privada,Graduação STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,ME,Ativa,"Atividades profissionais, científicas e técnicas (69-75)"
ID00028,Edmundo,Ativo,46+ anos,Branca,Masculino,Fora da MRVP,Graduado(a),IES pública,Graduação STEM,Sem pós,Não publicou,2+ LE,Sem regionalização,Sem internacionalização,01-03 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Não,Sem sócio,EPP,Ativa,"Comércio, reparação de veículos automotores e motocicletas (45-47)"
ID00007,Eduarda,Ativo,31-45 anos,Branca,Feminino,Em MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,2+ LE,Sem regionalização,Com internacionalização,04-06 cargos,Com experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Sem FAP,,,,Sim,Similar,ME,Ativa,Informação e comunicação (58-63)
ID00043,Elen,Ativo,31-45 anos,Branca,Feminino,Fora da MRVP,Doutor(a),IES pública,Graduação STEM,Pós STEM,Publicou,2+ LE,Sem regionalização,Sem internacionalização,04-06 cargos,Sem experiência pública,Sim,Sem experiência TS,Com P1 STEM,Com DP STEM,Sempre foi STEM,Growth,Com FAP,,,,Não,Sem sócio,MEI,Ativa,"Comércio, reparação de veículos automotores e motocicletas (45-47)"
